1	 3.885	 1.650
1	 1.005	 2.745
1	 1.734	 0.716
1	 1.605	 2.549
1	 1.530	 2.950
1	 3.348	 0.776
1	 0.989	 0.428
1	 1.537	 1.248
1	 3.443	 1.722
1	 3.529	 3.178
1	 3.510	 1.389
1	 1.887	 1.667
1	 2.809	 1.832
1	 1.603	 1.909
1	 1.116	 2.629
1	 2.442	 3.004
1	 1.807	 1.157
1	 4.381	 3.271
1	 2.403	 3.579
1	 3.606	 2.666
1	 2.196	 2.202
1	 2.477	 2.190
1	 3.782	 3.666
1	 3.628	 2.899
1	 1.335	 2.235
1	 1.614	 2.142
1	 1.139	 3.046
1	 2.503	 2.224
1	 0.482	 0.672
1	 1.861	 1.760
1	 3.672	 2.336
1	 4.128	 2.531
1	 1.387	 3.222
1	 2.140	 2.134
1	 3.090	 1.660
1	 2.909	 1.338
1	 2.325	 2.277
1	 0.785	 2.995
1	 2.020	 1.213
1	 1.900	 2.513
1	 4.342	 0.944
1	 2.964	 1.585
1	 0.356	 1.937
1	 3.539	 2.525
1	 2.493	 1.643
1	 3.389	 0.844
1	 2.219	 2.403
1	 3.831	 1.434
1	 1.786	 1.914
1	 0.900	 1.603
2	-1.461	-1.556
2	-1.144	-0.826
2	-0.152	-1.665
2	-1.668	-0.611
2	-1.039	-1.188
2	-1.077	-1.347
2	 0.274	-2.433
2	-1.969	-0.394
2	-0.874	-1.255
2	-1.036	-0.921
2	-2.990	 0.178
2	-1.805	-0.008
2	-0.074	-1.370
2	-1.413	-1.085
2	-0.209	-1.803
2	-0.603	-1.581
2	-1.475	-1.326
2	-1.054	-1.106
2	-1.427	-0.412
2	-1.944	-0.242
3	 1.238	-2.215
3	 0.507	-2.413
3	 0.739	-2.586
3	 0.718	-0.978
3	 1.018	-2.482
3	 1.195	-1.077
3	 0.953	-1.407
3	 1.143	-3.125
3	 1.285	-1.869
3	 0.724	-1.565
3	 0.739	-1.192
3	 1.747	-1.910
3	 1.338	-1.393
3	 0.862	-1.546
3	 1.068	-2.585
3	 1.056	-2.227
3	 1.055	-2.333
3	 1.436	-2.944
3	 1.206	-2.149
3	 0.974	-1.496
